Date,Time,Temperature (°C),Humidity (%),Wind Speed (m/s),Spraying Condition
2025-03-02,14:30:00,26.70784332632994,42.831062592193675,1.662351931074165,Ideal Condition
2025-03-02,15:00:00,10.636968998990506,29.78212021589546,4.4015522310977016,Non-Ideal Condition
2025-03-02,15:30:00,37.08787923016159,67.17233913566348,3.511707312878757,Marginal Condition
2025-03-02,16:00:00,7.982025747190833,64.06663592453549,2.5163846927738445,Non-Ideal Condition
2025-03-02,16:30:00,44.47547746402069,43.06130231144809,2.6955508787568583,Marginal Condition
2025-03-02,17:00:00,35.889790771866295,21.51160483755376,1.4191541057137838,Marginal Condition
2025-03-02,17:30:00,12.948627261366896,70.33983966308065,3.320611835291798,Non-Ideal Condition
2025-03-02,18:00:00,5.220884684944096,20.68507900724442,2.1143412974429987,Marginal Condition
2025-03-02,18:30:00,37.618457138193364,62.221986777743055,4.980403295034572,Non-Ideal Condition
2025-03-02,19:00:00,33.274293753904686,78.21542658356341,2.660825818678495,Ideal Condition
2025-03-02,19:30:00,34.160286721639494,46.259679688892206,2.686485227853259,Marginal Condition
2025-03-02,20:00:00,35.85081386743783,34.09840429975716,3.0463330433480236,Marginal Condition
2025-03-02,20:30:00,7.961786069363614,62.2922606026029,4.625402014034361,Non-Ideal Condition
2025-03-02,21:00:00,19.338629141770905,69.0276885209351,4.103681449368876,Non-Ideal Condition
2025-03-02,21:30:00,9.634762381005189,52.78581896467084,2.5300853140902864,Non-Ideal Condition
2025-03-02,22:00:00,39.52413703502374,78.02211651536877,3.734146696877582,Non-Ideal Condition
2025-03-02,22:30:00,29.931925073102317,23.100123299477666,3.1380597445134275,Marginal Condition
2025-03-02,23:00:00,18.235920994105967,50.28773589827169,2.71565171915562,Ideal Condition
2025-03-02,23:30:00,7.542334011440945,63.10723683935301,1.3654209775295774,Non-Ideal Condition
2025-03-03,00:00:00,17.439292868626488,71.75842826895074,2.5877131855470092,Ideal Condition
2025-03-03,00:30:00,18.007332881069882,30.755336714467404,1.6061836416015858,Ideal Condition
2025-03-03,01:00:00,34.18424713352256,68.00020890582088,4.616789674332446,Non-Ideal Condition
2025-03-03,01:30:00,30.502298854208526,53.162424543112714,2.0093306607335615,Marginal Condition
2025-03-03,02:00:00,40.48850970305306,43.7932209193978,4.785188065400176,Non-Ideal Condition
2025-03-03,02:30:00,23.888597006477973,27.902901714745614,2.8987488054262003,Marginal Condition
2025-03-03,03:00:00,9.783769837532068,71.91774553453475,3.3419497040427215,Non-Ideal Condition
2025-03-03,03:30:00,33.5297914889198,29.43639249078292,2.943232000201975,Marginal Condition
2025-03-03,04:00:00,35.4314019446759,38.58727155254596,1.0822127763501541,Marginal Condition
2025-03-03,04:30:00,27.45108790277985,37.40273191774621,2.1911954855357343,Ideal Condition
2025-03-03,05:00:00,35.83868719818244,72.28484205145125,0.9461575052493076,Non-Ideal Condition
2025-03-03,05:30:00,24.75182385457563,60.36217965253388,3.3032931988252177,Non-Ideal Condition
2025-03-03,06:00:00,25.909313175279763,67.80088383148234,2.5109338784019752,Ideal Condition
2025-03-03,06:30:00,22.101640734341984,35.02807392754994,4.000932372069215,Non-Ideal Condition
2025-03-03,07:00:00,6.0167650697638075,57.49244597641994,1.4921171644971643,Non-Ideal Condition
2025-03-03,07:30:00,9.315657079732178,54.30475898862492,1.2405472629320071,Non-Ideal Condition
2025-03-03,08:00:00,6.25716742746937,69.96982260729627,2.3284950393369552,Non-Ideal Condition
2025-03-03,08:30:00,30.456416450551217,74.36522362887564,4.669634224482715,Non-Ideal Condition
2025-03-03,09:00:00,17.574239243053068,20.729406288643208,3.6968981675558528,Marginal Condition
2025-03-03,09:30:00,25.342827646588113,60.44119514352756,2.3851563115681342,Ideal Condition
2025-03-03,10:00:00,41.30265895704372,23.11014794718374,2.8277247638943974,Non-Ideal Condition
2025-03-03,10:30:00,14.971689165954999,52.931519904641355,0.8789585502969426,Non-Ideal Condition
2025-03-03,11:00:00,21.415316921425188,37.25796374262069,4.930591533692509,Non-Ideal Condition
2025-03-03,11:30:00,35.22204554172195,38.40659597132847,3.498832871127135,Marginal Condition
2025-03-03,12:00:00,14.151926619664899,41.177510207141395,1.784318308085401,Ideal Condition
2025-03-03,12:30:00,8.079196393151719,57.277546942976606,3.1361377739685996,Non-Ideal Condition
2025-03-03,13:00:00,16.590058116550722,40.042997940126156,0.9926706473104729,Non-Ideal Condition
2025-03-03,13:30:00,11.448851490160177,63.96194303541682,4.846265009634126,Non-Ideal Condition
2025-03-03,14:00:00,42.18790609370292,44.27164313443218,1.2865324454751468,Marginal Condition
2025-03-03,14:30:00,37.32481518257668,24.101192018597516,3.416136431248464,Marginal Condition
2025-03-03,15:00:00,30.33615026041694,67.02559054904643,1.604545081425187,Ideal Condition
2025-03-03,15:30:00,39.85842360750871,37.14549947556236,3.729026221918411,Marginal Condition
2025-03-03,16:00:00,37.14688307596458,45.96601277595576,3.9956961525812646,Marginal Condition
2025-03-03,16:30:00,12.462802355441433,61.12663299331409,3.530388780101447,Non-Ideal Condition
2025-03-03,17:00:00,40.70235993959911,39.94736942892272,3.2652475711483664,Marginal Condition
2025-03-03,17:30:00,26.573689676626028,23.395139368802937,4.516110922784053,Non-Ideal Condition
2025-03-03,18:00:00,37.2976062065625,42.43526282076881,0.8538201994539112,Marginal Condition
2025-03-03,18:30:00,40.84365199693973,76.66691496165821,1.9891164460108783,Non-Ideal Condition
2025-03-03,19:00:00,17.720138998874553,58.50406383791349,1.617293658338807,Ideal Condition
2025-03-03,19:30:00,9.40207698110707,60.28874892003242,4.946062829294397,Non-Ideal Condition
2025-03-03,20:00:00,14.117406501677667,57.93692921825839,2.252254008500931,Ideal Condition
2025-03-03,20:30:00,22.08431154505025,31.93952833756621,3.796757146581794,Non-Ideal Condition
2025-03-03,21:00:00,37.72059063689972,45.10003184613681,3.581263237464521,Marginal Condition
2025-03-03,21:30:00,39.429223330253734,65.0563879017991,1.4543655686481998,Ideal Condition
2025-03-03,22:00:00,5.278085221247628,26.082373853189548,1.575489560951981,Marginal Condition
2025-03-03,22:30:00,25.42989210310263,36.671166565382734,1.7657805359886534,Ideal Condition
2025-03-03,23:00:00,21.69644012595116,36.579146507951215,2.3500727521672067,Ideal Condition
2025-03-03,23:30:00,13.88431241882921,45.921135655670355,1.5544627954273706,Ideal Condition
2025-03-04,00:00:00,9.794614693347313,78.8221244565311,0.5884316723608152,Non-Ideal Condition
2025-03-04,00:30:00,18.504606856145116,24.050152801029316,4.45726875563238,Non-Ideal Condition
2025-03-04,01:00:00,42.71638815650077,51.1220596628357,4.845244241213979,Non-Ideal Condition
2025-03-04,01:30:00,17.928117280830207,30.76188092073263,2.0370667416420556,Ideal Condition
2025-03-04,02:00:00,25.751624869734645,78.24059272458464,2.0232809574146278,Ideal Condition
2025-03-04,02:30:00,33.12075835580711,26.79821028364785,0.5319131574846694,Marginal Condition
2025-03-04,03:00:00,19.54518409517176,44.21606014169548,3.5611280974866832,Non-Ideal Condition
2025-03-04,03:30:00,43.87128330883843,64.27309909007637,4.214479530868829,Non-Ideal Condition
2025-03-04,04:00:00,43.497891797684446,62.27326568164672,1.1597373516200142,Marginal Condition
2025-03-04,04:30:00,15.071291833014566,45.363718213635934,1.2184985721521784,Ideal Condition
2025-03-04,05:00:00,24.88994023569542,40.79145007716309,4.05537462487147,Non-Ideal Condition
2025-03-04,05:30:00,17.035132392670786,43.85674271317224,3.2733083675936507,Non-Ideal Condition
2025-03-04,06:00:00,16.393619775098706,35.85657578951836,0.7018725093247266,Non-Ideal Condition
2025-03-04,06:30:00,6.475477894181312,32.31997632240799,3.3014614570802676,Non-Ideal Condition
2025-03-04,07:00:00,29.382573359195874,48.9823818535334,1.8901297527969474,Ideal Condition
2025-03-04,07:30:00,25.10716092915446,36.112025364056436,2.159263199618807,Ideal Condition
2025-03-04,08:00:00,7.059150049999574,37.247699893835005,3.9637913823359607,Non-Ideal Condition
2025-03-04,08:30:00,16.14585856946446,59.405363808473425,4.149208367026748,Non-Ideal Condition
2025-03-04,09:00:00,41.33063543866615,78.11223990199353,2.3016048207792377,Non-Ideal Condition
2025-03-04,09:30:00,14.582475626678896,56.21823203356251,4.7621882120285965,Non-Ideal Condition
2025-03-04,10:00:00,10.795794883648924,24.618768023897978,2.329082230784325,Marginal Condition
2025-03-04,10:30:00,24.57811041110252,24.535016831244018,3.9732621585354946,Marginal Condition
2025-03-04,11:00:00,44.42601816442403,77.08539325073396,2.6774476905391658,Non-Ideal Condition
2025-03-04,11:30:00,14.682210860460017,37.83744741844002,4.538895469349378,Non-Ideal Condition
2025-03-04,12:00:00,31.885421896235144,25.524019164948527,4.584925596425804,Non-Ideal Condition
2025-03-04,12:30:00,35.4647846131487,55.942675229022896,0.8933756354198774,Marginal Condition
2025-03-04,13:00:00,14.505501759695987,57.41892669741597,4.714219990896016,Non-Ideal Condition
2025-03-04,13:30:00,34.12865394447438,58.91028920712129,4.214906786841871,Non-Ideal Condition
2025-03-04,14:00:00,19.711325308770128,36.04412167145248,4.0608982144070005,Non-Ideal Condition
2025-03-04,14:30:00,30.292233223743178,20.9066410528685,1.404101028584851,Marginal Condition
2025-03-04,15:00:00,30.34118843043579,77.9009221672683,4.123036439395992,Non-Ideal Condition
2025-03-04,15:30:00,26.43098736299034,35.05358274146615,4.325597306082665,Non-Ideal Condition
2025-03-04,16:00:00,8.611590802176332,60.56157728315285,1.8011765050436792,Non-Ideal Condition
2025-03-04,16:30:00,38.41209982356952,62.39779219272258,4.785170352630457,Non-Ideal Condition
2025-03-04,17:00:00,17.83120259886943,56.600445024769144,0.7243706587962391,Non-Ideal Condition
2025-03-04,17:30:00,12.46074041599417,38.77444365281889,1.1745916396121285,Ideal Condition
2025-03-04,18:00:00,6.631005662190557,36.265775225843946,2.9191151212318145,Non-Ideal Condition
2025-03-04,18:30:00,28.635717727529673,55.86009696216219,3.0910661200503937,Non-Ideal Condition
2025-03-04,19:00:00,32.1025744736913,71.9657380167015,3.403175374854065,Non-Ideal Condition
2025-03-04,19:30:00,5.663513157114246,76.80402373540373,0.576361081919599,Non-Ideal Condition
2025-03-04,20:00:00,25.48372233197124,26.354348264225457,4.821650485799586,Non-Ideal Condition
2025-03-04,20:30:00,14.059831007917518,29.28971675586319,0.700646417303648,Marginal Condition
2025-03-04,21:00:00,30.806911616377995,76.68417552698477,1.1437787872553107,Ideal Condition
2025-03-04,21:30:00,11.974657160199659,64.19211370008756,0.5630653288672565,Non-Ideal Condition
2025-03-04,22:00:00,32.63750952409864,72.97962948978639,3.050862949823426,Non-Ideal Condition
2025-03-04,22:30:00,20.469413852021496,32.15795804812059,4.695200977644375,Non-Ideal Condition
2025-03-04,23:00:00,42.46919954946938,55.25515226656411,3.496762247362089,Marginal Condition
2025-03-04,23:30:00,10.50083776583973,62.06837566504842,4.201958608161923,Non-Ideal Condition
2025-03-05,00:00:00,18.642654042010342,60.80671312681836,0.5597654155636104,Non-Ideal Condition
2025-03-05,00:30:00,9.538940849623563,44.48910145200189,2.9390688431587675,Non-Ideal Condition
2025-03-05,01:00:00,41.98774473114251,20.92369350147851,2.5680333987748485,Non-Ideal Condition
2025-03-05,01:30:00,40.09357413523924,54.97556340825579,2.7453557489935685,Marginal Condition
2025-03-05,02:00:00,15.317665108606224,35.186092350776526,0.8249593340083458,Non-Ideal Condition
2025-03-05,02:30:00,31.39936184136716,47.01525476857342,3.5799591248118836,Marginal Condition
2025-03-05,03:00:00,37.688888008048636,77.45486090502904,2.764491866863855,Ideal Condition
2025-03-05,03:30:00,27.208032463978494,43.94211905854608,3.943169824375688,Marginal Condition
2025-03-05,04:00:00,26.18602313424026,70.3880963998656,2.683807853277719,Ideal Condition
2025-03-05,04:30:00,14.674091636018067,31.312436344955067,1.1722173630189443,Ideal Condition
2025-03-05,05:00:00,8.72411071223597,60.34762988150173,3.417156293350199,Non-Ideal Condition
2025-03-05,05:30:00,40.88863031813307,78.6204172663366,1.275738629473248,Non-Ideal Condition
2025-03-05,06:00:00,41.016722286533216,26.113586052376206,4.425775535096667,Non-Ideal Condition
2025-03-05,06:30:00,30.32405829093072,20.49919653363152,3.259023075811587,Marginal Condition
2025-03-05,07:00:00,18.561191641948028,46.014967557956865,1.2074174760062941,Ideal Condition
2025-03-05,07:30:00,18.968382984506434,25.55752898308203,4.8305212586654305,Non-Ideal Condition
2025-03-05,08:00:00,34.038227154809576,64.90306098057388,2.832644585008943,Ideal Condition
2025-03-05,08:30:00,40.884410398103086,74.87291983091353,0.8280430334224476,Non-Ideal Condition
2025-03-05,09:00:00,40.48345697060469,46.041258362525525,3.3207480698678027,Marginal Condition
2025-03-05,09:30:00,36.19502183430495,35.52269852932646,1.639395081557646,Marginal Condition
2025-03-05,10:00:00,30.68126584617151,46.06419914039658,4.116620533447861,Non-Ideal Condition
2025-03-05,10:30:00,8.365598599801952,63.40686907100006,4.180199331047858,Non-Ideal Condition
2025-03-05,11:00:00,11.46514856378455,20.543249694822258,4.905263101345978,Non-Ideal Condition
2025-03-05,11:30:00,40.94216754108317,55.36723936908183,2.7584128896102666,Marginal Condition
2025-03-05,12:00:00,29.257162386383598,56.797501093242744,2.547305958774817,Ideal Condition
2025-03-05,12:30:00,5.367882064665186,58.26129481375613,3.8906402245091627,Non-Ideal Condition
2025-03-05,13:00:00,9.058861714641285,34.52132479885263,1.0961179535386696,Non-Ideal Condition
2025-03-05,13:30:00,31.54007076432223,62.84316340268761,2.9611198120690587,Ideal Condition
2025-03-05,14:00:00,5.2024633538487475,25.483489179906584,2.9581142005888292,Marginal Condition
2025-03-05,14:30:00,11.432322056699945,31.956220188008047,0.9026290526467424,Non-Ideal Condition
2025-03-05,15:00:00,26.949351574663446,72.64820279926892,2.380928384781111,Ideal Condition
2025-03-05,15:30:00,32.67580790770773,64.32338904359398,4.339781593552409,Non-Ideal Condition
2025-03-05,16:00:00,31.078450380104023,20.824733240680715,4.352691298975971,Non-Ideal Condition
2025-03-05,16:30:00,13.970772378422392,34.90257562218801,0.9465694921385646,Non-Ideal Condition
2025-03-05,17:00:00,33.48716885390144,32.864388979589876,0.9082439723652389,Marginal Condition
2025-03-05,17:30:00,14.489963499872003,36.248379682218356,1.6821296465087088,Ideal Condition
2025-03-05,18:00:00,18.01598792637071,34.85358621679318,4.4364472814929705,Non-Ideal Condition
2025-03-05,18:30:00,34.85965620472096,23.751577744570746,1.0800616328307453,Marginal Condition
2025-03-05,19:00:00,30.98531596188859,47.53643099580922,3.739985611823508,Marginal Condition
2025-03-05,19:30:00,38.96893641976712,63.964008487169906,0.9552452882589645,Marginal Condition
2025-03-05,20:00:00,31.304515692013734,56.403903483046186,3.304120341865214,Marginal Condition
2025-03-05,20:30:00,27.732344133418863,60.372300115884784,2.1023028460361517,Ideal Condition
2025-03-05,21:00:00,8.746990713123699,24.86895071217435,4.050112833346402,Non-Ideal Condition
2025-03-05,21:30:00,19.70863212237734,77.08944261060724,1.5516070197141363,Ideal Condition
2025-03-05,22:00:00,15.608094707269018,70.30951003058149,3.3764082322548195,Non-Ideal Condition
2025-03-05,22:30:00,14.759585735163343,68.30541910973976,1.5605714055914823,Non-Ideal Condition
2025-03-05,23:00:00,43.920422190097824,69.37902830250604,3.7114712740046922,Marginal Condition
2025-03-05,23:30:00,20.723908986670416,75.96263048796568,4.431551155523369,Non-Ideal Condition
2025-03-06,00:00:00,40.681862207084535,52.655237966821865,1.07060809607042,Marginal Condition
2025-03-06,00:30:00,30.245545039890516,32.016921072057556,4.399680598679765,Non-Ideal Condition
2025-03-06,01:00:00,36.79245214166593,57.00701647115247,3.1710886448643407,Marginal Condition
2025-03-06,01:30:00,25.105483724207684,64.57288962007634,1.0719972089016079,Ideal Condition
2025-03-06,02:00:00,28.076155385054363,64.27504360124152,2.4239383491187043,Ideal Condition
2025-03-06,02:30:00,24.700707752754557,51.286941450012804,1.2238713206829406,Ideal Condition
2025-03-06,03:00:00,12.80971951192178,24.107523160014683,3.651565499899563,Marginal Condition
2025-03-06,03:30:00,33.89808461046022,42.26677630580767,3.9149066048807732,Marginal Condition
2025-03-06,04:00:00,16.23089449763423,75.24599650780144,0.9760843412275952,Non-Ideal Condition
2025-03-06,04:30:00,5.972638657258154,55.06693458544556,2.7776293371258998,Non-Ideal Condition
2025-03-06,05:00:00,30.818891836286713,52.29991659534281,4.1658127521166275,Non-Ideal Condition
2025-03-06,05:30:00,12.084427176281958,36.13121086293161,4.712733686979484,Non-Ideal Condition
2025-03-06,06:00:00,42.61834337411657,42.10693519499473,2.810830400337965,Marginal Condition
2025-03-06,06:30:00,43.157143080103495,73.72076534919016,4.776256506251332,Non-Ideal Condition
2025-03-06,07:00:00,41.59457560881794,59.98778285161014,2.910600367052134,Marginal Condition
2025-03-06,07:30:00,19.806348010217775,67.24322160513998,2.2738572256995857,Ideal Condition
2025-03-06,08:00:00,5.618264661154697,47.260725384059306,4.316914078488029,Non-Ideal Condition
2025-03-06,08:30:00,42.132742503509014,57.81483316736947,2.718422197061401,Marginal Condition
2025-03-06,09:00:00,22.127365932692573,34.90301652459245,2.6235612975403537,Ideal Condition
2025-03-06,09:30:00,43.666192761746785,62.327649817009174,2.7064062023442275,Marginal Condition
2025-03-06,10:00:00,43.54479908357011,45.65608002220024,4.310532508413854,Non-Ideal Condition
2025-03-06,10:30:00,39.120378218694405,46.55273088888474,4.243736937596235,Non-Ideal Condition
2025-03-06,11:00:00,16.77795568278343,58.9593394746129,2.3158399659809503,Ideal Condition
2025-03-06,11:30:00,20.403909144077012,76.1768372881356,1.9998493694173627,Ideal Condition
2025-03-06,12:00:00,39.045466860674274,23.840380796517255,2.713676108176082,Marginal Condition
2025-03-06,12:30:00,17.676880206251106,69.48459424082046,3.0774762938169906,Non-Ideal Condition
2025-03-06,13:00:00,11.7797098674437,37.54298662473158,1.5725174478259862,Ideal Condition
2025-03-06,13:30:00,27.272050498334007,46.63516727038267,4.072797881220158,Non-Ideal Condition
2025-03-06,14:00:00,42.44619096643124,21.31479972650054,2.689172445795903,Non-Ideal Condition
2025-03-06,14:30:00,32.84119186699892,38.06276467005878,2.0032049678898183,Marginal Condition
2025-03-06,15:00:00,27.802446803574597,50.15787455780783,0.9806944683379577,Non-Ideal Condition
2025-03-06,15:30:00,8.88705975083074,23.37056464084634,1.5748032218162311,Marginal Condition
2025-03-06,16:00:00,29.60028906796679,49.46574376298991,4.771765272901927,Non-Ideal Condition
2025-03-06,16:30:00,44.60215400417053,75.62663773150564,1.8729485906878698,Non-Ideal Condition
2025-03-06,17:00:00,10.60336060946096,26.323593086468314,1.259866802151659,Marginal Condition
2025-03-06,17:30:00,25.73318609454947,65.86644368453025,2.573027562447469,Ideal Condition
2025-03-06,18:00:00,40.094922877118215,44.58026320255956,1.881894845121119,Marginal Condition
2025-03-06,18:30:00,34.63074471016817,59.31042287146028,0.6582166262203737,Marginal Condition
2025-03-06,19:00:00,32.88062963981072,35.614195879113765,1.9541534777573777,Marginal Condition
2025-03-06,19:30:00,33.09936335948437,29.5695357524815,2.9484888077276086,Marginal Condition
2025-03-06,20:00:00,19.379646048790207,29.627756856273585,2.982705674089851,Marginal Condition
2025-03-06,20:30:00,16.743673770579733,24.22951673858868,2.1045151452959994,Marginal Condition
2025-03-06,21:00:00,37.374446219140545,31.13880229407458,2.512862403136703,Marginal Condition
2025-03-06,21:30:00,37.404535787167234,59.8531630993381,4.844830632056449,Non-Ideal Condition
2025-03-06,22:00:00,39.68289274320415,72.90143671061048,2.1980681475364023,Ideal Condition
2025-03-06,22:30:00,41.529622102258855,68.84754113546971,1.6620206596699234,Marginal Condition
2025-03-06,23:00:00,25.453695954437514,61.10805859246904,1.5956016983004204,Ideal Condition
2025-03-06,23:30:00,25.060651787487984,26.62591180466616,2.5599407571686035,Marginal Condition
2025-03-07,00:00:00,36.931807158671006,37.35124677775699,3.917840669226248,Marginal Condition
2025-03-07,00:30:00,30.998557231110606,38.58841251934814,1.4269468288481293,Marginal Condition
2025-03-07,01:00:00,33.07867509030814,34.997416783857275,3.6918325721334564,Marginal Condition
2025-03-07,01:30:00,36.83170677744404,50.900339582583385,0.5951742050723733,Marginal Condition
2025-03-07,02:00:00,40.60021367270265,52.13322889278035,2.385198400927757,Marginal Condition
2025-03-07,02:30:00,18.51980627406143,41.41315851026661,3.991392793412541,Non-Ideal Condition
2025-03-07,03:00:00,20.02331810559776,41.22734952418616,2.0242983009849413,Ideal Condition
2025-03-07,03:30:00,8.75927759363476,69.71333587436487,3.0368169565042975,Non-Ideal Condition
2025-03-07,04:00:00,28.13120563984696,67.35757089918113,1.4224065477165986,Ideal Condition
2025-03-07,04:30:00,6.437690951869683,38.46774990084474,3.8389792600677755,Non-Ideal Condition
2025-03-07,05:00:00,23.623920725298404,74.82730663239556,0.7352559647094183,Non-Ideal Condition
2025-03-07,05:30:00,26.705785388303063,77.16890102015037,4.336441901939752,Non-Ideal Condition
2025-03-07,06:00:00,16.461650085131375,39.60455252180245,1.3918837388975067,Ideal Condition
2025-03-07,06:30:00,28.63333042276043,41.26549692758329,4.434791142687488,Non-Ideal Condition
2025-03-07,07:00:00,6.220009997561977,50.33804920531753,2.086381585852328,Non-Ideal Condition
2025-03-07,07:30:00,6.493927549968577,76.46724875202041,3.7520760851351898,Non-Ideal Condition
2025-03-07,08:00:00,37.904022426386334,72.57916598853869,1.936513840037848,Ideal Condition
2025-03-07,08:30:00,19.407625656450517,26.154077755015386,4.576602520555914,Non-Ideal Condition
2025-03-07,09:00:00,10.08242050607539,43.56384459628497,1.0698670648326847,Ideal Condition
2025-03-07,09:30:00,25.889730402192175,53.20227138498631,1.3033390517266943,Ideal Condition
